Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
Mahindra Kuv100 K4 6 STR,Chandigarh,2016,"28,640",Petrol,1st,"3,28,099"
Honda City S MT PETROL,Chandigarh,2014,"46,426",Petrol,2nd,"4,58,499"
Hyundai i10 ERA 1.1 IRDE,Chandigarh,2012,"44,814",Petrol,1st,"2,53,099"
Maruti Swift LDI BS IV,Chandigarh,2013,"44,029",Diesel,1st,"3,22,299"
Ford Figo Aspire 1.2 TREND PETROL,Chandigarh,2015,"28,775",Petrol,1st,"4,08,799"
Maruti A Star VXI ABS AT,Chandigarh,2010,"24,699",Petrol,1st,"2,20,699"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Chandigarh,2014,"35,238",Petrol,1st,"3,61,099"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2019,"13,156",Petrol,1st,"5,82,699"
Maruti Swift VXI,Chandigarh,2018,"11,550",Petrol,1st,"5,36,599"
Hyundai Eon ERA PLUS,Chandigarh,2017,"23,800",Petrol,1st,"2,75,099"
Datsun Redi Go T (O),Chandigarh,2016,"28,840",Petrol,1st,"2,08,099"
Maruti Celerio ZXI AMT,Chandigarh,2017,"8,433",Petrol,1st,"4,04,699"
Maruti Celerio VXI AMT,Chandigarh,2016,"17,839",Petrol,1st,"4,06,299"
Maruti Swift VXI,Chandigarh,2011,"28,153",Petrol,1st,"2,78,199"
Maruti Alto LX,Chandigarh,2012,"62,667",Petrol,1st,"1,52,199"
Maruti Ritz LXI,Chandigarh,2010,"45,183",Petrol,1st,"1,96,299"
Renault Kwid RXL,Chandigarh,2018,"32,703",Petrol,1st,"2,74,699"
Maruti Ritz LXI,Chandigarh,2010,"26,740",Petrol,1st,"2,43,299"
Maruti New  Wagon-R LXI 1.0 L,Chandigarh,2019,"4,635",Petrol,1st,"4,19,499"
Maruti Swift VXI,Chandigarh,2012,"34,092",Petrol,1st,"3,18,299"
Hyundai Grand i10 SPORTS 1.2 VTVT,Chandigarh,2017,"39,367",Petrol,1st,"4,28,899"
Hyundai Verna FLUIDIC 1.6 SX VTVT OPT AT,Chandigarh,2013,"43,179",Petrol,1st,"4,78,399"
Maruti Alto LXI,Chandigarh,2010,"47,182",Petrol,1st,"1,40,299"
Maruti Alto LXI,Chandigarh,2010,"25,088",Petrol,2nd,"1,73,599"
Datsun Redi Go T (O),Chandigarh,2017,"27,979",Petrol,1st,"2,02,499"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Chandigarh,2016,"45,391",Petrol,1st,"3,57,699"
Maruti Alto K10 LXI,Chandigarh,2012,"56,140",Petrol,1st,"1,61,599"
Maruti Alto K10 VXI,Chandigarh,2014,"37,165",Petrol,1st,"2,76,099"
Hyundai Eon ERA PLUS,Chandigarh,2014,"9,693",Petrol,1st,"2,23,499"
Maruti Alto 800 LXI,Chandigarh,2013,"41,465",Petrol,1st,"2,27,199"
Honda Jazz 1.2 BASE I VTEC,Chandigarh,2011,"47,025",Petrol,1st,"2,68,599"
Maruti Alto LXI CNG,Chandigarh,2019,"17,925",Petrol + CNG,1st,"3,76,599"
Renault Kwid RXT,Chandigarh,2016,"31,898",Petrol,1st,"2,44,799"
Renault Kwid RXT,Chandigarh,2015,"18,625",Petrol,1st,"2,31,199"
Maruti Swift VDI ABS,Chandigarh,2016,"48,780",Diesel,2nd,"4,33,899"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Chandigarh,2013,"43,969",Petrol,1st,"3,95,999"
Maruti Swift Dzire VDI BS IV,Chandigarh,2012,"42,478",Diesel,2nd,"3,36,799"
Maruti Alto K10 LXI,Chandigarh,2012,"42,321",Petrol,1st,"2,12,499"
Maruti Eeco 5 STR WITH AC PLUSHTR,Chandigarh,2014,"44,048",Petrol + CNG,2nd,"1,98,899"
Honda Amaze 1.2 SMT I VTEC,Chandigarh,2017,"23,274",Petrol,1st,"5,12,799"
Honda City V MT PETROL,Chandigarh,2012,"54,643",Petrol,1st,"4,22,099"
Maruti Swift ZXI,Chandigarh,2014,"27,958",Petrol,1st,"3,94,599"
Maruti Alto K10 VXI,Chandigarh,2015,"46,683",Petrol,1st,"2,64,999"
Mahindra Kuv100 K4+ D 6 STR,Chandigarh,2016,"33,368",Diesel,1st,"3,37,599"
Hyundai Grand i10 1.2 ASTA (O) AT,Chandigarh,2016,"48,934",Petrol,1st,"4,53,299"
Hyundai i20 MAGNA O 1.2,Chandigarh,2012,"52,981",Petrol + CNG,2nd,"3,12,599"
Hyundai Verna FLUIDIC 1.4 VTVT,Chandigarh,2011,"52,897",Petrol + CNG,3rd,"2,87,499"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2020,"6,679",Petrol,1st,"6,16,499"
Maruti Swift VDI ABS,Chandigarh,2015,"54,409",Diesel,1st,"3,87,299"
Volkswagen Polo HIGHLINE1.2L PETROL,Chandigarh,2011,"62,890",Petrol,3rd,"2,29,199"
Maruti Swift VXI,Chandigarh,2013,"43,803",Petrol,1st,"3,44,199"
Toyota Etios G,Chandigarh,2011,"58,806",Petrol,2nd,"2,55,899"
Maruti Ertiga VDI ABS,Chandigarh,2014,"53,854",Diesel,1st,"4,55,999"
Maruti Celerio VXI,Chandigarh,2014,"45,027",Petrol,1st,"2,84,199"
Maruti Wagon R 1.0 VXI,Chandigarh,2015,"19,172",Petrol,1st,"3,08,499"
Maruti Swift VXI,Chandigarh,2015,"23,701",Petrol,1st,"4,06,299"
Hyundai i10 MAGNA 1.2 KAPPA2,Chandigarh,2010,"47,870",Petrol,1st,"2,14,599"
Maruti Dzire LXI,Chandigarh,2019,"6,778",Petrol,1st,"5,75,799"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2020,"5,587",Petrol,1st,"6,06,499"
Maruti Alto K10 VXI,Chandigarh,2015,"39,904",Petrol,1st,"2,50,399"
Hyundai Elite i20 ASTA 1.2,Chandigarh,2015,"21,236",Petrol,1st,"5,51,799"
Renault TRIBER 1.0 RXL PETROL,Chandigarh,2019,"7,704",Petrol,1st,"4,73,499"
Hyundai Elite i20 SPORTZ 1.2,Chandigarh,2015,"46,217",Petrol,1st,"4,58,399"
Maruti Dzire VXI,Chandigarh,2017,"9,562",Petrol,2nd,"4,92,199"
MG HECTOR SHARP DCT PETROL,Chandigarh,2020,"3,207",Petrol,1st,"16,44,199"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Chandigarh,2017,"9,188",Petrol,1st,"4,35,699"
Honda City 1.5 E MT PETROL,Chandigarh,2016,"31,190",Petrol,1st,"5,43,699"
Tata Tiago XT 1.2 REVOTRON,Chandigarh,2017,"24,648",Petrol,1st,"3,48,699"
Mahindra Kuv100 K4+ D 5 STR,Chandigarh,2016,"45,147",Diesel,1st,"2,77,899"
Maruti Celerio VXI AMT,Chandigarh,2016,"32,914",Petrol,1st,"4,22,799"
Hyundai i20 ERA 1.4 CRDI,Chandigarh,2013,"44,007",Diesel,1st,"2,87,599"
Toyota Etios G,Chandigarh,2014,"47,920",Petrol,1st,"3,49,199"
Honda City S MT PETROL,Chandigarh,2010,"61,159",Petrol,1st,"3,57,599"
Maruti Wagon R 1.0 VXI,Chandigarh,2018,"40,328",Petrol + CNG,2nd,"3,79,799"
Honda Amaze 1.5 SMT I DTEC,Chandigarh,2013,"56,121",Diesel,1st,"2,84,199"
Maruti Celerio VXI AMT,Chandigarh,2015,"27,739",Petrol,1st,"3,46,999"
Maruti Celerio ZXI AMT,Chandigarh,2017,"31,543",Petrol,1st,"3,86,399"
Hyundai i10 MAGNA 1.2,Chandigarh,2010,"29,993",Petrol,1st,"2,13,899"
Maruti Swift VXI,Chandigarh,2010,"47,861",Petrol,1st,"2,59,199"
Maruti Alto 800 LXI CNG,Chandigarh,2016,"36,308",Petrol + CNG,1st,"3,01,099"
Hyundai i20 SPORTZ 1.2 VTVT,Chandigarh,2013,"56,067",Petrol,1st,"3,04,499"
Maruti Swift VDI Glory edition,Chandigarh,2015,"35,499",Diesel,1st,"4,43,099"
Mahindra Kuv100 K8 D 5 STR,Chandigarh,2016,"62,601",Diesel,1st,"3,27,699"
Renault Kwid 1.0 RXT,Chandigarh,2016,"50,594",Petrol,1st,"2,40,499"
Hyundai Grand i10 SPORTS 1.2 VTVT,Chandigarh,2016,"54,578",Petrol + CNG,2nd,"3,67,699"
Honda Jazz 1.2 V AT,Chandigarh,2018,"20,232",Petrol,1st,"6,07,299"
Maruti Ciaz VXI PLUS,Chandigarh,2016,"39,122",Petrol,1st,"6,23,699"
Honda City SV MT PETROL,Chandigarh,2014,"48,201",Petrol,2nd,"4,87,799"
Hyundai Elite i20 SPORTZ (O) 1.2,Chandigarh,2015,"37,023",Petrol,1st,"4,83,299"
Mahindra Scorpio S11,Chandigarh,2020,"6,184",Diesel,1st,"14,61,999"
Honda City VX CVT PETROL,Chandigarh,2015,"44,731",Petrol,1st,"6,39,599"
Maruti Swift VXI,Chandigarh,2014,"49,232",Petrol,2nd,"3,60,999"
Maruti Swift Dzire VXI REGALIA,Chandigarh,2015,"41,516",Petrol,1st,"4,22,999"
Volkswagen Polo GT TDI 1.6 MT DIESEL,Chandigarh,2013,"46,949",Diesel,1st,"3,41,899"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Chandigarh,2013,"17,608",Petrol,1st,"3,41,699"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2015,"12,618",Petrol,1st,"4,73,899"
Honda Brio 1.2 S MT I VTEC,Chandigarh,2013,"51,650",Petrol,1st,"2,56,699"
Hyundai i10 MAGNA 1.1 IRDE2,Chandigarh,2011,"66,838",Petrol,2nd,"2,24,399"
Tata Tiago XZA 1.2 REVOTRON,Chandigarh,2019,"9,184",Petrol,1st,"4,77,299"
Maruti Alto 800 LXI,Chandigarh,2018,"23,900",Petrol,1st,"2,83,299"
Hyundai i10 MAGNA 1.2,Chandigarh,2009,"40,894",Petrol,1st,"1,80,499"
Maruti Alto 800 LXI,Chandigarh,2013,"44,916",Petrol,1st,"2,15,899"
Tata Tiago XT 1.2 REVOTRON,Chandigarh,2017,"36,765",Petrol,1st,"3,40,399"
Hyundai i20 MAGNA O 1.2,Chandigarh,2011,"73,397",Petrol,1st,"2,79,099"
Maruti Baleno DELTA DDIS 190,Chandigarh,2016,"43,702",Diesel,1st,"4,61,699"
Hyundai i20 SPORTZ 1.2 VTVT,Chandigarh,2014,"25,187",Petrol,1st,"3,60,099"
Maruti Swift VDI ABS,Chandigarh,2015,"46,856",Diesel,1st,"4,06,199"
Hyundai Elite i20 ASTA 1.2,Chandigarh,2015,"47,354",Petrol,1st,"4,73,199"
Maruti IGNIS DELTA 1.2 K12,Chandigarh,2017,"34,470",Petrol,2nd,"3,75,499"
Maruti Eeco 7 STR,Chandigarh,2020,"10,788",Petrol,1st,"3,48,999"
Maruti Wagon R 1.0 VXI,Chandigarh,2015,"41,287",Petrol + CNG,1st,"3,47,399"
Maruti Swift ZXI,Chandigarh,2018,"14,234",Petrol,1st,"5,57,099"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Chandigarh,2014,"64,201",Petrol,1st,"3,41,999"
Maruti Wagon R 1.0 LXI,Chandigarh,2010,"53,232",Petrol + CNG,4th,"1,84,699"
Hyundai Xcent S 1.2 OPT,Chandigarh,2014,"67,003",Petrol,1st,"3,12,999"
Hyundai Verna FLUIDIC 1.6 SX VTVT,Chandigarh,2014,"47,451",Petrol,1st,"5,12,199"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2018,"28,226",Petrol,1st,"4,90,699"
Maruti Swift Dzire VDI BS IV,Chandigarh,2012,"64,085",Diesel,1st,"3,37,699"
Maruti Swift LXI 1.3,Chandigarh,2008,"61,909",Petrol,1st,"1,96,299"
Mahindra TUV300 T6,Chandigarh,2017,"29,124",Diesel,1st,"5,97,299"
Maruti Alto 800 LXI,Chandigarh,2014,"54,362",Petrol,1st,"2,07,599"
Mahindra TUV300 T8 AT,Chandigarh,2016,"37,219",Diesel,1st,"5,51,499"
Honda Brio 1.2 S MT I VTEC,Chandigarh,2012,"65,954",Petrol,1st,"2,18,899"
Maruti Ertiga ZDI,Chandigarh,2015,"57,933",Diesel,2nd,"5,37,099"
Maruti Alto 800 LXI,Chandigarh,2018,"27,886",Petrol,1st,"2,72,899"
Maruti IGNIS DELTA 1.2 K12 AMT,Chandigarh,2018,"13,971",Petrol,1st,"4,89,999"
Hyundai Elite i20 SPORTZ (O) 1.4,Chandigarh,2015,"58,080",Diesel,2nd,"5,06,399"
Maruti Ritz VXI BS IV,Chandigarh,2011,"74,518",Petrol,1st,"2,13,999"
Tata Tiago XM 1.2 REVOTRON,Chandigarh,2016,"43,387",Petrol,1st,"3,21,899"
Maruti Swift LXI,Chandigarh,2012,"65,916",Petrol,1st,"3,36,199"
Maruti Alto K10 VXI,Chandigarh,2016,"47,783",Petrol + CNG,1st,"2,42,999"
Maruti Baleno ZETA 1.2 K12,Chandigarh,2018,"11,025",Petrol,1st,"5,75,299"
Maruti Dzire LXI,Chandigarh,2019,"22,665",Petrol,1st,"5,25,999"
Renault Duster 85 PS RXL OPT,Chandigarh,2013,"76,169",Diesel,1st,"4,10,299"
Honda WR-V 1.2 i-VTEC S MT,Chandigarh,2017,"17,021",Petrol,1st,"5,94,399"
Maruti Vitara Brezza VDI,Chandigarh,2018,"26,170",Diesel,1st,"8,14,499"
Hyundai Elite i20 SPORTZ 1.2,Chandigarh,2015,"53,171",Petrol,1st,"4,78,099"
Honda City SV MT PETROL,Chandigarh,2014,"28,847",Petrol,1st,"5,22,099"
Maruti Swift VXI 1.3,Chandigarh,2007,"95,040",Petrol,1st,"1,39,999"
Maruti Wagon R 1.0 LXI,Chandigarh,2010,"80,357",Petrol,1st,"1,75,499"
Maruti Swift Dzire LXI OPT,Chandigarh,2015,"58,031",Petrol,1st,"3,74,099"
Honda City S AT,Chandigarh,2012,"81,212",Petrol,2nd,"3,31,999"
Honda Amaze 1.2 SMT I VTEC,Chandigarh,2019,"4,693",Petrol,1st,"5,82,499"
Maruti Swift Dzire VDI BS IV,Chandigarh,2013,"63,949",Diesel,1st,"3,64,699"
Maruti Vitara Brezza ZDI + AMT,Chandigarh,2019,"8,091",Diesel,1st,"9,07,399"
Honda City V MT PETROL,Chandigarh,2016,"56,403",Petrol,1st,"5,64,799"
Ford Fiesta TITANIUM DIESEL,Chandigarh,2012,"68,356",Diesel,2nd,"3,12,599"
Honda City V MT PETROL,Chandigarh,2010,"81,188",Petrol,1st,"2,91,099"
Hyundai i10 SPORTZ 1.2,Chandigarh,2008,"44,219",Petrol,1st,"1,55,399"
Renault Kwid RXL,Chandigarh,2018,"31,537",Petrol,1st,"2,77,299"
Maruti Eeco 5 STR CNG WITH AC PLUSHTR,Chandigarh,2019,"22,090",Petrol + CNG,1st,"3,84,499"
Honda Brio 1.2 S MT I VTEC,Chandigarh,2013,"69,943",Petrol,1st,"2,78,499"
Maruti Alto LXI,Chandigarh,2010,"70,239",Petrol,1st,"1,50,499"
Hyundai Grand i10 SPORTS 1.2 VTVT,Chandigarh,2015,"56,795",Petrol,1st,"3,85,999"
Hyundai i20 MAGNA O 1.2,Chandigarh,2010,"72,985",Petrol,1st,"2,19,799"
Maruti Baleno ZETA 1.2 K12,Chandigarh,2016,"47,347",Petrol,1st,"4,61,299"
Hyundai i10 MAGNA 1.2 KAPPA2,Chandigarh,2010,"81,321",Petrol,1st,"1,94,299"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Chandigarh,2019,"7,794",Petrol,1st,"4,68,199"
Maruti Vitara Brezza ZDI,Chandigarh,2018,"12,149",Diesel,1st,"7,66,799"
Maruti Swift VDI ABS,Chandigarh,2015,"48,232",Diesel,1st,"4,26,099"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Chandigarh,2015,"52,721",Petrol,2nd,"3,61,699"
Maruti Swift Dzire VXI 1.2 BS IV,Chandigarh,2016,"48,792",Petrol + CNG,1st,"3,85,299"
Maruti Swift Dzire VDI BS IV,Chandigarh,2012,"68,930",Diesel,1st,"3,09,999"
Maruti Baleno ZETA 1.2 K12,Chandigarh,2016,"54,356",Petrol,1st,"4,67,399"
Maruti Ertiga VDI SHVS,Chandigarh,2018,"55,578",Diesel,1st,"7,60,099"
Toyota Innova 2.5 GX 8 STR BS IV,Chandigarh,2015,"45,613",Diesel,1st,"8,34,099"
Maruti Swift Dzire VDI BS IV,Chandigarh,2012,"94,644",Diesel,1st,"3,07,199"
Renault Scala RXZ,Chandigarh,2013,"63,107",Diesel,1st,"2,36,599"
Maruti Alto 800 LXI,Chandigarh,2017,"56,807",Petrol + CNG,1st,"2,88,999"
Renault Kwid RXT,Chandigarh,2015,"54,227",Petrol,1st,"2,34,099"
Maruti Swift VXI,Chandigarh,2019,"14,327",Petrol,1st,"5,56,199"
Maruti Swift ZXI,Chandigarh,2015,"67,696",Petrol,1st,"3,81,399"
Hyundai Elite i20 ASTA 1.2,Chandigarh,2015,"55,683",Petrol,1st,"5,48,199"
Hyundai i10 SPORTZ 1.2 KAPPA2,Chandigarh,2011,"79,303",Petrol,1st,"2,07,699"
Ford Ecosport 1.5 TITANIUM TI VCT AT,Chandigarh,2015,"50,467",Petrol,1st,"5,45,199"
Maruti Ertiga ZDI,Chandigarh,2014,"65,134",Diesel,1st,"4,84,499"
Maruti SX4 ZXI,Chandigarh,2009,"68,516",Petrol,1st,"1,76,599"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2017,"82,917",Petrol,1st,"4,55,199"
Hyundai Verna FLUIDIC 1.6 SX CRDI,Chandigarh,2013,"73,591",Diesel,1st,"3,78,699"
Maruti Baleno ZETA 1.2 K12,Chandigarh,2017,"34,258",Petrol,1st,"5,01,499"
Maruti Alto LXI,Chandigarh,2008,"58,267",Petrol,1st,"1,09,699"
Maruti Alto LXI,Chandigarh,2012,"74,046",Petrol,1st,"1,73,699"
Renault Duster RXL 85PS EXPLORE,Chandigarh,2016,"45,930",Diesel,1st,"5,17,299"
Toyota Innova Crysta 2.4 GX 7 STR,Chandigarh,2017,"43,641",Diesel,1st,"12,60,199"
Maruti Alto LXI,Chandigarh,2008,"54,799",Petrol,1st,"1,12,399"
Honda Amaze 1.2 V MT I-VTEC,Chandigarh,2019,"9,585",Petrol,1st,"6,39,799"
Maruti Ciaz VDI (O) SHVS HYBIRD,Chandigarh,2016,"47,603",Diesel,1st,"5,21,799"
Nissan Sunny XL PETROL,Chandigarh,2012,"82,364",Petrol,1st,"2,81,999"
Renault Kwid RXT,Chandigarh,2018,"39,695",Petrol,1st,"3,01,799"
Hyundai Verna FLUIDIC 1.6 CRDI S (o),Chandigarh,2015,"60,621",Diesel,2nd,"5,88,599"
Honda Brio 1.2 S MT I VTEC,Chandigarh,2012,"68,531",Petrol,1st,"2,62,999"
Hyundai Grand i10 MAGNA 1.2 VTVT,Chandigarh,2015,"57,279",Petrol,1st,"3,08,099"
Maruti Wagon R VXI BS III,Chandigarh,2008,"52,909",Petrol,2nd,"1,07,499"
Honda WR-V 1.2 i-VTEC VX MT,Chandigarh,2018,"28,687",Petrol,1st,"7,38,299"
Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,Chandigarh,2018,"27,486",Petrol,1st,"7,92,599"
Hyundai Tucson New 2WD AT GL PETROL,Chandigarh,2017,"49,755",Petrol,1st,"11,62,399"
Maruti Vitara Brezza VDI,Chandigarh,2019,"32,575",Diesel,1st,"7,30,499"
Maruti Swift Dzire VXI 1.2 BS IV,Chandigarh,2013,"67,566",Petrol + CNG,2nd,"3,11,999"
Toyota Etios Liva D-4D VXD,Chandigarh,2014,"59,700",Diesel,2nd,"3,74,799"
Maruti SX4 ZXI MT BS IV,Chandigarh,2010,"81,112",Petrol,2nd,"2,24,699"
Skoda Rapid ELEGANCE 1.6 MPFI AT,Chandigarh,2012,"72,293",Petrol,3rd,"3,53,899"
Maruti Vitara Brezza VDI OPT,Chandigarh,2017,"41,796",Diesel,1st,"6,04,599"
Maruti Alto 800 LXI,Chandigarh,2014,"66,835",Petrol,1st,"2,15,599"
Maruti Alto 800 LXI,Chandigarh,2018,"48,375",Petrol,1st,"2,72,199"
Maruti Swift VDI ABS,Chandigarh,2015,"63,642",Diesel,1st,"3,99,199"
Ford Ecosport 1.5 AMBIENTE TDCI,Chandigarh,2014,"59,818",Diesel,1st,"4,22,099"
Maruti Vitara Brezza ZDI,Chandigarh,2016,"27,919",Diesel,1st,"7,64,199"
Maruti Swift ZXI,Chandigarh,2012,"72,518",Petrol + CNG,1st,"4,04,799"
Toyota Etios Liva D 4D GD SP,Chandigarh,2013,"64,430",Diesel,1st,"3,21,799"
Maruti Eeco 7 STR,Chandigarh,2018,"44,983",Petrol + CNG,1st,"2,95,799"
Mahindra TUV300 T8,Chandigarh,2017,"34,925",Diesel,1st,"5,95,199"
Maruti Baleno ALPHA 1.2 K12,Chandigarh,2018,"28,594",Petrol,1st,"6,19,899"
Hyundai Creta 1.6 S,Chandigarh,2015,"22,013",Petrol,1st,"8,81,199"
Tata Tiago XT 1.2 REVOTRON,Chandigarh,2016,"55,538",Petrol,1st,"3,43,799"
Honda Civic 1.8V AT,Chandigarh,2010,"86,619",Petrol,2nd,"2,62,099"
Hyundai Verna 1.6 SX VTVT (O),Chandigarh,2017,"15,099",Petrol,1st,"8,52,199"
Honda City S MT PETROL,Chandigarh,2016,"53,345",Petrol,1st,"6,06,999"
Maruti Alto 800 LXI,Chandigarh,2013,"63,169",Petrol + CNG,2nd,"2,41,099"
Hyundai i20 SPORTZ 1.2 VTVT,Chandigarh,2012,"73,368",Petrol,1st,"3,20,499"
Maruti Vitara Brezza ZDI PLUS,Chandigarh,2017,"39,663",Diesel,1st,"7,32,399"
Toyota Etios Liva D 4D GD,Chandigarh,2013,"65,986",Diesel,1st,"3,14,299"
Maruti Swift Dzire ZDI,Chandigarh,2012,"72,105",Diesel,1st,"3,57,699"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Chandigarh,2014,"66,962",Petrol,2nd,"2,88,899"
Mahindra Scorpio S6 PLUS,Chandigarh,2017,"42,322",Diesel,1st,"8,56,999"
Hyundai i10 ERA 1.1 IRDE,Chandigarh,2010,"88,895",Petrol,1st,"1,62,199"
Hyundai i10 MAGNA 1.2 KAPPA2,Chandigarh,2010,"87,770",Petrol,1st,"1,95,799"
Maruti Ertiga ZXI SMART HYBRID,Chandigarh,2019,"8,326",Petrol,1st,"9,02,699"
Hyundai i10 SPORTZ 1.2,Chandigarh,2010,"84,850",Petrol,1st,"2,12,099"
Hyundai i20 SPORTZ 1.4 CRDI,Chandigarh,2012,"97,289",Diesel,2nd,"2,69,999"
Maruti Swift LXI OPT,Chandigarh,2015,"73,411",Petrol,1st,"3,42,799"
Tata Tiago XZ 1.05 REVOTORQ,Chandigarh,2017,"87,473",Diesel,1st,"3,59,899"
Honda City 1.5 E MT PETROL,Chandigarh,2009,"96,417",Petrol,1st,"2,51,999"
Maruti Swift Dzire VDI BS IV,Chandigarh,2012,"77,954",Diesel,2nd,"2,93,899"
Mahindra Scorpio S7 140 BHP 2WD,Chandigarh,2018,"36,232",Diesel,1st,"11,55,199"
Hyundai Verna FLUIDIC 1.6 SX VTVT,Chandigarh,2013,"63,104",Petrol + CNG,3rd,"4,41,199"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Chandigarh,2013,"67,856",Petrol,2nd,"2,65,099"
Hyundai Grand i10 MAGNA 1.1 CRDI,Chandigarh,2014,"85,203",Diesel,2nd,"2,62,399"
Maruti Swift Dzire VXI 1.2 BS IV,Chandigarh,2012,"79,162",Petrol + CNG,1st,"3,58,799"
BMW X1 SDRIVE 20D,Chandigarh,2016,"25,485",Diesel,2nd,"17,24,199"
Renault Duster RXS 85 PS SANDSTORM EDITION,Chandigarh,2017,"47,645",Diesel,1st,"6,40,299"
Maruti Celerio VXI AMT,Chandigarh,2015,"64,935",Petrol,1st,"3,36,499"
Renault Duster 85 PS RXL,Chandigarh,2012,"84,325",Diesel,1st,"2,90,299"
Honda City V MT PETROL,Chandigarh,2009,"75,188",Petrol,1st,"2,93,999"
Honda City V MT PETROL,Chandigarh,2014,"77,656",Petrol,3rd,"4,83,999"
Hyundai i20 MAGNA 1.2 VTVT,Chandigarh,2009,"86,251",Petrol,2nd,"1,78,199"
Maruti Swift VDI ABS,Chandigarh,2015,"70,952",Diesel,1st,"4,09,999"
Ford Ecosport 1.0 ECOBOOST TITANIUM OPT,Chandigarh,2013,"73,316",Petrol,1st,"3,93,799"
Hyundai i10 MAGNA 1.2,Chandigarh,2008,"94,707",Petrol,1st,"1,53,399"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Chandigarh,2017,"62,394",Petrol + CNG,1st,"4,24,899"
Honda City VX MT PETROL,Chandigarh,2018,"25,421",Petrol,1st,"8,13,799"
Honda Brio 1.2 S (O) MT IVTEC,Chandigarh,2012,"85,656",Petrol,1st,"2,15,499"
Honda City S AT,Chandigarh,2009,"89,020",Petrol,2nd,"2,60,699"
Maruti Ertiga VDI ABS,Chandigarh,2014,"70,420",Diesel,2nd,"4,58,999"
Ssangyong Rexton RX7,Chandigarh,2013,"75,753",Diesel,1st,"6,00,899"
Maruti Ertiga ZXI PLUS,Chandigarh,2018,"20,024",Petrol,2nd,"6,97,799"
Maruti Dzire ZDI Plus AMT,Chandigarh,2017,"80,717",Diesel,1st,"5,55,599"
Maruti Wagon R 1.0 LXI CNG,Chandigarh,2010,"76,923",Petrol + CNG,1st,"2,49,599"
Hyundai Verna FLUIDIC 1.6 SX CRDI,Chandigarh,2013,"71,625",Diesel,1st,"3,93,899"
Honda Brio 1.2 S MT I VTEC,Chandigarh,2013,"93,013",Petrol,1st,"2,09,999"
Maruti Swift VXI AMT,Chandigarh,2018,"43,627",Petrol,1st,"5,45,399"
Honda City S MT PETROL,Chandigarh,2009,"76,901",Petrol,1st,"2,10,799"
Hyundai Tucson New 2WD AT GL DIESEL,Chandigarh,2017,"50,796",Diesel,1st,"14,02,399"
Hyundai i20 SPORTZ 1.4 CRDI,Chandigarh,2012,"79,907",Diesel,2nd,"2,78,499"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2018,"48,884",Petrol,1st,"4,91,899"
Maruti Baleno ZETA 1.2 K12 AMT,Chandigarh,2019,"9,823",Petrol,1st,"7,08,299"
Maruti Dzire VXI,Chandigarh,2017,"84,757",Petrol,1st,"4,70,599"
Maruti Vitara Brezza ZDI,Chandigarh,2016,"58,078",Diesel,1st,"6,30,899"
Maruti Eeco 5 STR CNG WITH AC PLUSHTR,Chandigarh,2018,"41,721",Petrol + CNG,1st,"3,27,999"
Mahindra Scorpio S5 2WD,Chandigarh,2019,"13,601",Diesel,1st,"11,63,199"
Ford Ecosport 1.5 TITANIUM TI VCT,Chandigarh,2018,"14,253",Petrol,1st,"7,93,299"
Maruti Baleno DELTA 1.2 K12,Chandigarh,2016,"73,846",Petrol,1st,"4,35,099"
Honda City VX MT PETROL,Chandigarh,2015,"96,988",Petrol + CNG,1st,"5,79,199"
Maruti Swift LXI OPT,Chandigarh,2017,"70,706",Petrol,1st,"3,84,099"
Maruti Swift Dzire VXI,Chandigarh,2010,"99,765",Petrol + CNG,1st,"2,06,999"
Maruti Ertiga VXI SMART HYBRID,Chandigarh,2020,"19,579",Petrol,1st,"8,33,699"
Mahindra XUV500 W6 4X2,Chandigarh,2015,"56,862",Diesel,2nd,"7,01,299"
Ford Ecosport 1.5 TITANIUM TI VCT,Chandigarh,2018,"11,844",Petrol,1st,"7,65,099"
Maruti S Cross ALPHA 1.3,Chandigarh,2015,"72,075",Diesel,2nd,"5,14,999"
Ford Ecosport 1.5 TREND+ TDCI,Chandigarh,2018,"65,071",Diesel,1st,"6,55,899"
