,Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
62,Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2012,"50,107",Petrol,3rd,"2,43,699"
63,Honda Brio 1.2 S MT I VTEC,Mumbai,2012,"42,049",Petrol,1st,"3,19,099"
64,Maruti Alto 800 LXI,Mumbai,2013,"40,256",Petrol,1st,"2,49,399"
65,Maruti Swift VXI,Mumbai,2017,"15,174",Petrol,1st,"5,00,199"
66,Maruti Alto 800 LXI,Mumbai,2013,"26,848",Petrol,1st,"2,35,999"
67,Hyundai i10 MAGNA 1.1 IRDE2,Mumbai,2016,"12,479",Petrol,1st,"3,56,899"
68,Hyundai Grand i10 magna 1.2 crdi,Mumbai,2018,"15,683",Diesel,1st,"5,38,799"
69,Honda Jazz 1.2 BASE I VTEC,Mumbai,2010,"41,759",Petrol,1st,"2,83,399"
70,Maruti Wagon R 1.0 VXI,Mumbai,2017,"19,428",Petrol,1st,"4,21,099"
71,Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2010,"41,923",Petrol,2nd,"2,27,299"
72,Maruti Alto K10 LXI,Mumbai,2014,"37,168",Petrol,3rd,"2,02,399"
73,Maruti Wagon R 1.0 VXI,Mumbai,2015,"30,131",Petrol,1st,"3,34,799"
74,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Mumbai,2014,"37,891",Petrol,2nd,"3,61,699"
75,Honda Brio 1.2 V MT I VTEC,Mumbai,2012,"24,171",Petrol,2nd,"2,98,399"
76,Hyundai i10 ERA 1.1 IRDE,Mumbai,2011,"37,732",Petrol,2nd,"2,16,899"
77,Maruti IGNIS DELTA 1.2 K12,Mumbai,2017,"3,634",Petrol,1st,"4,66,899"
78,Maruti New  Wagon-R LXI CNG 1.0 L,Mumbai,2019,"19,889",Petrol + CNG,1st,"5,35,299"
79,Maruti Alto 800 LXI,Mumbai,2012,"9,042",Petrol,2nd,"2,40,599"
80,Maruti Wagon R 1.0 LXI CNG,Mumbai,2015,"6,799",Petrol + CNG,1st,"3,56,199"
81,Honda Amaze 1.2 SMT I VTEC,Mumbai,2013,"44,929",Petrol,1st,"3,71,499"
82,Maruti Wagon R 1.0 VXI,Mumbai,2012,"53,558",Petrol,1st,"2,73,399"
83,Maruti Swift Dzire ZDI,Mumbai,2012,"64,886",Diesel,1st,"4,24,799"
84,Hyundai i20 SPORTZ 1.2 VTVT,Mumbai,2012,"46,859",Petrol,3rd,"2,63,499"
85,Maruti Wagon R 1.0 VXI,Mumbai,2013,"54,361",Petrol,2nd,"2,43,399"
86,Maruti Wagon R 1.0 VXI,Mumbai,2010,"23,333",Petrol,2nd,"2,30,299"
87,Hyundai Elite i20 ASTA 1.2,Mumbai,2017,"7,922",Petrol,1st,"6,80,099"
88,Maruti Swift Dzire VXI 1.2 BS IV,Mumbai,2015,"23,070",Petrol,2nd,"4,71,699"
89,Toyota Etios G,Mumbai,2011,"69,474",Petrol,1st,"2,94,499"
90,Hyundai Grand i10 SPORTS 1.2 VTVT,Mumbai,2017,"27,887",Petrol,1st,"4,83,899"
91,Maruti Wagon R 1.0 VXI,Mumbai,2012,"41,270",Petrol,2nd,"2,50,899"
92,Maruti Wagon R 1.0 VXI,Mumbai,2011,"69,729",Petrol,1st,"2,66,399"
93,Maruti Alto K10 VXI,Mumbai,2016,"45,448",Petrol,1st,"3,27,099"
94,Honda Brio 1.2 S MT I VTEC,Mumbai,2013,"53,853",Petrol,2nd,"3,05,499"
95,Maruti Celerio VXI AMT,Mumbai,2014,"11,192",Petrol,2nd,"3,21,499"
96,Maruti Ritz ZXI,Mumbai,2009,"64,009",Petrol,1st,"2,03,399"
97,Maruti Swift Dzire VDI BS IV,Mumbai,2012,"53,886",Diesel,1st,"4,53,399"
98,Maruti Celerio ZDI,Mumbai,2016,"57,924",Diesel,1st,"3,42,499"
99,Toyota Etios G,Mumbai,2011,"69,385",Petrol,1st,"3,02,799"
100,Maruti Vitara Brezza ZDI,Mumbai,2018,"14,232",Diesel,1st,"8,91,999"
101,Honda WR-V 1.2 i-VTEC VX MT,Mumbai,2018,"17,551",Petrol,1st,"8,22,599"
102,Honda Brio 1.2 S MT I VTEC,Mumbai,2012,"62,257",Petrol,1st,"3,37,299"
103,Hyundai i20 MAGNA O 1.2,Mumbai,2010,"60,126",Petrol,1st,"2,80,799"
104,Hyundai i10 MAGNA 1.2,Mumbai,2010,"66,817",Petrol,1st,"2,23,999"
105,Maruti Swift VXI,Mumbai,2012,"63,871",Petrol,1st,"3,35,999"
106,Honda Jazz 1.2 SELECT I VTEC,Mumbai,2012,"63,500",Petrol,3rd,"3,20,299"
107,Maruti Alto K10 VXI,Mumbai,2011,"59,578",Petrol,1st,"1,98,199"
108,Hyundai i20 SPORTZ 1.2 VTVT,Mumbai,2012,"38,696",Petrol,1st,"4,43,099"
109,Hyundai NEW SANTRO 1.1 SPORTS AMT,Mumbai,2018,"6,874",Petrol,1st,"5,00,599"
110,Maruti Wagon R 1.0 VXI,Mumbai,2011,"70,662",Petrol,1st,"2,68,099"
