,Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
250,Hyundai Santro Xing GLS LPG,Hyderabad,2009,"71,409",Petrol + LPG,2nd,"2,28,699"
251,Hyundai i10 MAGNA,Hyderabad,2009,"75,263",Petrol,2nd,"2,21,899"
252,Maruti Baleno ZETA 1.2 K12,Hyderabad,2018,"40,509",Petrol,1st,"6,19,192"
253,Hyundai i20 SPORTZ 1.2 O,Hyderabad,2010,"53,951",Petrol,2nd,"3,62,999"
254,Hyundai Accent EXECUTIVE,Hyderabad,2009,"82,380",Petrol,2nd,"2,09,199"
255,Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2016,"69,673",Petrol,1st,"5,31,299"
256,Maruti Alto 800 LXI,Hyderabad,2015,"78,626",Petrol,1st,"2,53,199"
257,Hyundai Santro Xing GLS,Hyderabad,2007,"1,18,115",Petrol,1st,"2,02,199"
258,Maruti S Cross ZETA 1.3,Hyderabad,2017,"1,20,416",Diesel,1st,"7,32,231"
259,Maruti Vitara Brezza ZDI PLUS DUAL TONE,Hyderabad,2018,"1,08,085",Diesel,1st,"8,71,799"
260,Hyundai Eon D LITE PLUS,Hyderabad,2015,"27,722",Petrol,2nd,"2,69,499"
261,Maruti Zen Estilo LXI,Hyderabad,2010,"24,792",Petrol,2nd,"2,14,399"
262,Maruti Alto LXI,Hyderabad,2010,"16,446",Petrol,2nd,"1,91,999"
263,Maruti Alto 800 LXI,Hyderabad,2012,"44,068",Petrol,2nd,"2,39,499"
264,Renault Kwid RXT,Hyderabad,2015,"23,469",Petrol,1st,"2,69,499"
